#bitsize(pq) p q pq median
26 4339 12437 53964143 0.06863823399180546
26 4357 14951 65141507 0.10281612497055903
26 4363 12539 54707657 0.08379831304773688
26 4373 10831 47363963 0.11135089700110257
26 4397 8971 39445487 0.0536423449520953
26 4409 7963 35108867 0.0563399150269106
26 4409 9967 43944503 0.07309717102907598
26 4423 13901 61484123 0.0791614199988544
26 4441 15107 67090187 0.08564784697955474
26 4481 10271 46024351 0.10924518498359248
26 4483 14449 64774867 0.09737068199319765
26 4483 14731 66039073 0.06028609303757548
26 4517 12721 57460757 0.10232547897612676
26 4519 10103 45655457 0.11953713704133406
26 4549 14437 65673913 0.0877135880291462
26 4561 7541 34394501 0.08500145596917719
26 4567 12161 55539287 0.07273848005570471
26 4567 13477 61549459 0.036516149004455656
26 4567 13709 62609003 0.06304523005383089
26 4583 14081 64533223 0.047551918018143624
26 4637 8623 39984851 0.04433634196175262
26 4639 11213 52017107 0.08626353199360892
26 4657 10531 49042867 0.09833643195452169
26 4679 9679 45288041 0.06604375696042553
26 4723 7699 36362377 0.0593108800239861
26 4751 8171 38820421 0.047530071053188294
26 4799 10321 49530479 0.11055691697401926
26 4801 9629 46228829 0.07935067603830248
26 4813 12763 61428319 0.1112121200421825
26 4817 11699 56354083 0.1203342429944314
26 4877 10903 53173931 0.07414435496320948
26 4877 12721 62040317 0.0784402170102112
26 4943 11369 56196967 0.12569554598303512
26 4951 10723 53089573 0.09554078202927485
26 4973 8713 43329749 0.06400257197674364
26 4973 10613 52778449 0.12000086600892246
26 4987 9719 48468653 0.041555336967576295
26 4993 8951 44692343 0.05972930905409157
26 5009 7529 37712761 0.050019802001770586
26 5009 12503 62627527 0.09189210401382297
26 5021 11161 56039381 0.027700553997419775
26 5059 8419 42591721 0.16592533100629225
26 5077 8963 45505151 0.06013723398791626
26 5081 7129 36222449 0.05493048898642883
26 5101 11437 58340137 0.05656689399620518
26 5171 12721 65780291 0.09267968003405258
26 5209 8387 43687883 0.1317767080035992
26 5231 10847 56740657 0.1108500569825992
26 5273 9941 52418893 0.1199970820453018
26 5303 10891 57754973 0.07635764899896458
26 5303 12511 66345833 0.03175030695274472
26 5351 9467 50657917 0.08426588500151411
26 5387 11171 60178177 0.06567199400160462
26 5441 9431 51314071 0.07698567496845499
26 5557 7727 42938939 0.04351172299357131
26 5563 6529 36320827 0.03981766902143136
26 5573 7213 40198049 0.05907629698049277
26 5623 10433 58664759 0.09538990596774966
26 5641 7757 43757237 0.05266693397425115
26 5641 9403 53042323 0.06077555805677548
26 5647 8963 50614061 0.06003315100679174
26 5683 8839 50232037 0.057000380998943
26 5683 9551 54278333 0.0499091730453074
26 5813 10663 61984019 0.09797229600371793
26 5821 10457 60870197 0.03344904200639576
26 5851 8329 48732979 0.033605062984861434
26 6151 8171 50259821 0.060177695006132126
26 6197 10253 63537841 0.08618222398217767
26 6287 7537 47385119 0.08976780599914491
26 6311 10211 64441621 0.08886884496314451
26 6317 8923 56366591 0.048465368046890944
26 6361 8647 55003567 0.08014965598704293
26 6367 8087 51489929 0.04111884499434382
26 6367 9497 60467399 0.07250940095400438
26 6389 7283 46531087 0.0871214889921248
26 6397 8713 55737061 0.10284954897360876
26 6397 9733 62262001 0.05833440803689882
26 6481 9377 60772337 0.08744371501961723
26 6679 8093 54053147 0.05222212098306045
26 6733 9041 60873053 0.05331122997449711
26 6763 7247 49011461 0.09195809904485941
26 6883 9181 63192823 0.07722095603821799
26 6911 7211 49835221 0.08985724102240056
26 7207 7537 54319159 0.09163243899820372
26 7229 7393 53443997 0.09415382804581895
26 7331 8663 63508453 0.044690336973872036
26 7411 8821 65372431 0.060996322019491345
26 7577 8693 65866861 0.09786977799376473
26 7591 8447 64121177 0.09716871601995081
27 4483 15647 70145501 0.09210448799422011
27 4493 15227 68414911 0.019496460969094187
27 4493 15913 71497109 0.09640536096412688
27 4967 13933 69205211 0.07678639399819076
27 5171 15739 81386369 0.15886985597899184
27 5279 13337 70406023 0.10073382401606068
27 5347 14533 77707951 0.14728721597930416
27 5413 13163 71251319 0.14981136104324833
27 5437 13693 74448841 0.13288136705523357
27 5437 14341 77972017 0.05826052400516346
27 5477 13499 73934023 0.046400250983424485
27 5653 12953 73223309 0.08767104201251641
27 5717 13151 75184267 0.14504266600124538
27 5743 14657 84175151 0.10275601799366996
27 5783 12653 73172299 0.06311117199948058
27 5813 16363 95118119 0.0736153069883585
27 5851 15121 88472971 0.0940514340181835
27 5857 11939 69926723 0.14660106203518808
27 5861 11743 68825723 0.07386865804437548
27 5869 15803 92747807 0.02305013599107042
27 5881 15569 91561289 0.06849883496761322
27 6037 14779 89220823 0.04591311194235459
27 6043 11369 68702867 0.07029725098982453
27 6263 13063 81813569 0.09408640401670709
27 6329 14767 93460343 0.10394543799338862
27 6491 13841 89841931 0.1124825170263648
27 6553 12097 79271641 0.052212780981790274
27 6571 10631 69856301 0.08191135997185484
27 6577 13009 85560193 0.11041654495056719
27 6581 13103 86230843 0.044730790017638355
27 6607 13759 90905713 0.11259517096914351
27 6619 11027 72987713 0.08519038301892579
27 6619 12757 84438583 0.13981416303431615
27 6653 12437 82743361 0.12844148400472477
27 6659 14717 98000503 0.08523558400338516
27 6701 11807 79118707 0.06422321597347036
27 6733 11677 78621241 0.032460327027365565
27 6763 10739 72627857 0.15143855602946132
27 6823 13669 93263587 0.12969327002065256
27 6871 12073 82953583 0.10694164701271802
27 6907 11447 79064429 0.046373646007850766
27 7043 11831 83325733 0.05299097398528829
27 7193 9629 69261397 0.1041573120164685
27 7247 11789 85434883 0.09386659500887617
27 7433 14281 106150673 0.13301520101958886
27 7477 9109 68107993 0.15778065100312233
27 7549 11887 89734963 0.09316716197645292
27 7559 14783 111744697 0.1259310530149378
27 7589 14683 111429287 0.08845609298441559
27 7673 13907 106708411 0.07560827297857031
27 7673 14737 113077001 0.0760940860491246
27 7691 12401 95376091 0.12373046902939677
27 7759 13109 101712731 0.0606488129706122
27 7853 16187 127116511 0.038437582028564066
27 7927 12197 96685619 0.09278687101323158
27 7949 10567 83997083 0.02589315501973033
27 7951 13397 106519547 0.04385076399194077
27 8009 13249 106111241 0.09823335200781003
27 8011 10103 80935133 0.07850652997149155
27 8093 13759 111351587 0.03709829301806167
27 8123 9661 78476303 0.08996527304407209
27 8161 15619 127466659 0.047004549007397145
27 8291 10639 88207949 0.1001215249998495
27 8293 10883 90252719 0.18931610300205648
27 8389 11059 92773951 0.14230261702323332
27 8521 10163 86598923 0.041881587996613234
27 8527 10301 87836627 0.02871802996378392
27 8543 9013 76998059 0.12994492799043655
27 8543 9479 80979097 0.10157655901275575
27 8597 15377 132196069 0.07765242498135194
27 8623 15187 130957501 0.08954363700468093
27 8677 12829 111317233 0.15010598697699606
27 8731 12923 112830713 0.10819118900690228
27 8893 11971 106458103 0.06986689497716725
27 8951 13619 121903669 0.11470851895865053
27 9133 9839 89859587 0.02900297095766291
27 9161 9931 90977891 0.09260358300525695
27 9203 13723 126292769 0.043357836024370044
27 9319 11393 106171367 0.03560067503713071
27 9337 13267 123873979 0.08745147398440167
27 9437 13399 126446363 0.02985427703242749
27 9437 13463 127050331 0.06946979701751843
27 9461 9749 92235289 0.05871248198673129
27 9461 10007 94676227 0.10189327696571127
27 9587 11831 113423797 0.1644613320240751
27 9689 10627 102965003 0.18256648600799963
27 9721 11257 109429297 0.07397754798876122
27 9769 11443 111786667 0.08403916598763317
27 9787 12647 123776189 0.0845895929960534
27 9803 11071 108529013 0.025981234037317336
27 9829 12809 125899661 0.10214694699971005
27 10009 12569 125803121 0.11948884400771931
27 10093 11491 115978663 0.11341039399849251
27 10103 12637 127671611 0.02797040803125128
27 10177 12853 130804981 0.08538330299779773
27 10211 12451 127137161 0.06870335998246446
27 10223 13001 132909223 0.07340219296747819
27 10271 12763 131088773 0.07112119102384895
27 10613 10651 113039063 0.029414657969027758
27 10627 11071 117651517 0.08082392899086699
28 8219 25819 212206361 0.17623809102224186
28 8221 29297 240850637 0.19511220802087337
28 8233 16987 139853971 0.102010679023806
28 8287 16693 138334891 0.12111467099748552
28 8431 21179 178560149 0.2415697749820538
28 8513 24763 210807419 0.21346146799623966
28 8537 26317 224668229 0.2552978480234742
28 8647 20507 177324029 0.23619989398866892
28 8693 15767 137062531 0.1050328430137597
28 8699 21269 185019031 0.4183954239706509
28 8699 29287 254767613 0.08563588501419872
28 8713 28607 249252791 0.1250986049999483
28 8719 18043 157316917 0.26056018797680736
28 8719 18169 158415511 0.18044762901263312
28 8747 19441 170050427 0.2559196980437264
28 8783 26437 232196171 0.2606899859965779
28 8831 26981 238269211 0.12648086401168257
28 8839 15803 139682717 0.17570284596877173
28 8867 27109 240375503 0.23590936401160434
28 8969 24907 223390883 0.22269112197682261
28 8971 25561 229307731 0.24991915002465248
28 8999 27541 247841459 0.16008412599330768
28 9043 23293 210638599 0.10141488898079842
28 9091 21647 196792877 0.2597707060049288
28 9091 25253 229575023 0.24166339496150613
28 9127 24821 226541267 0.11906973499571905
28 9199 21317 196095083 0.2733547129901126
28 9221 19069 175835249 0.0856377039453946
28 9319 17749 165402931 0.30273229302838445
28 9413 23609 222231517 0.12528414698317647
28 9461 20357 192597577 0.1669040520209819
28 9521 16831 160247951 0.2805081239785068
28 9539 18199 173600261 0.36192213400499895
28 9551 27541 263044091 0.17382543301209807
28 9587 20887 200243669 0.06881526100914925
28 9629 17027 163952983 0.12917426804779097
28 9677 27017 261443509 0.22289787599584088
28 9719 25741 250176779 0.12480494903866202
28 9851 22073 217441123 0.23244003701256588
28 9901 25673 254188373 0.17591543297749013
28 10039 17431 174989809 0.0907833999954164
28 10159 25447 258516073 0.1459688110044226
28 10177 24749 251870573 0.1693337979959324
28 10301 13697 141092797 0.24155619100201875
28 10459 13649 142754891 0.12035948899574578
28 10559 13633 143950847 0.2439917260198854
28 10687 15809 168950783 0.1940154880285263
28 10733 14431 154887923 0.1461438350379467
28 10753 15121 162596113 0.17328534700209275
28 10799 23873 257804527 0.17542840400710702
28 10861 14303 155344883 0.11625823500799015
28 10909 15077 164474993 0.08555750496452674
28 11087 15331 169974797 0.10792405199026689
28 11087 22709 251774683 0.053691364999394864
28 11197 15077 168817169 0.11806736898142844
28 11239 19661 220969979 0.126868921041023
28 11279 16937 191032423 0.1758948980132118
28 11287 13001 146742287 0.19145194301381707
28 11321 18253 206642213 0.27342421299545094
28 11321 21059 238408939 0.20731809502467513
28 11437 17939 205168343 0.1846130879712291
28 11483 18481 212217323 0.16681756201433018
28 11551 21187 244731037 0.07123228500131518
28 11579 21863 253151677 0.12023195502115414
28 11701 21383 250202483 0.18697464803699404
28 11731 13009 152608579 0.22393820498837158
28 11789 12721 149967869 0.10584645299240947
28 11789 22549 265830161 0.06637406296795234
28 11939 22013 262813207 0.19432088203029707
28 12041 18583 223757903 0.19232909596757963
28 12049 19891 239666659 0.2143900980008766
28 12101 14737 178332437 0.10852151497965679
28 12119 19469 235944811 0.07893806602805853
28 12211 20359 248603749 0.19830634503159672
28 12241 15569 190580129 0.14551254798425362
28 12487 16651 207921037 0.20311729901004583
28 12497 17891 223583827 0.2198168709874153
28 12541 12919 162017179 0.18041771498974413
28 12553 18061 226719733 0.1611965359770693
28 12613 14869 187542697 0.1586503049475141
28 12619 14107 178016233 0.07152745797066018
28 12721 15217 193575457 0.1825570110231638
28 12799 19889 254559311 0.2486354890279472
28 12899 16633 214549067 0.1682543730130419
28 12911 13679 176609569 0.1562053799862042
28 12941 16981 219751121 0.2922299810452387
28 13121 13829 181450309 0.03746041201520711
28 13187 16607 218996509 0.12251465598819777
28 13711 16361 224325671 0.060531013004947454
28 13751 14327 197010577 0.23795090097701177
28 13901 18257 253790557 0.10503254301147535
28 13907 15443 214765801 0.24346310197142884
28 13913 16067 223540171 0.08280307200038806
28 14143 18919 267571417 0.08646628999849781
28 14389 14629 210496681 0.12295591796282679
28 14629 17489 255846581 0.1977094800095074
28 15083 17597 265415551 0.16120643401518464
28 15121 15427 233271667 0.12034312100149691
28 15233 16087 245053271 0.04671889898600057
28 15443 15923 245898889 0.0797673300257884
29 8893 31319 278519867 0.06991197098977864
29 9109 32189 293209601 0.27602000202750787
29 9157 29881 273620317 0.22059809399070218
29 9371 28837 270231527 0.4023467359947972
29 9859 32569 321097771 0.07687430904479697
29 9907 30119 298388933 0.06482134904945269
29 10193 27689 282233977 0.24720125104067847
29 10343 29339 303453277 0.18730141397099942
29 10657 28277 301347989 0.26526253897463903
29 10711 30841 330337951 0.3140349919558503
29 10903 30593 333555479 0.15340519399615005
29 11027 27431 302481637 0.4365880230325274
29 11261 30071 338629531 0.04556808102643117
29 11321 29423 333097783 0.06841253000311553
29 11411 32401 369727811 0.33464928495232016
29 11801 27647 326262247 0.16628508700523525
29 11909 32561 387768949 0.11831636598799378
29 12157 23227 282370639 0.042179625015705824
29 12413 28027 347899151 0.16098673699889332
29 12473 29573 368864029 0.22940259502502158
29 12547 32377 406234219 0.30196639796486124
29 12589 29581 372395209 0.4341723039979115
29 12613 28723 362283199 0.2698046200093813
29 12671 28513 361288223 0.15131078200647607
29 12841 31573 405428893 0.18533452198607847
29 12853 22921 294603613 0.3785724709741771
29 13001 25457 330966457 0.22825552499853075
29 13159 27697 364464823 0.14604832499753684
29 13217 30323 400779091 0.11438188998727128
29 13411 22051 295725961 0.32412739301798865
29 13463 27259 366987917 0.08075032400665805
29 13711 23333 319918763 0.22922320198267698
29 13721 22679 311178559 0.3729228510055691
29 13799 23087 318577513 0.1410552620072849
29 13831 21569 298320839 0.2988655689987354
29 14071 26479 372586009 0.027926773007493466
29 14087 29173 410960051 0.265050626010634
29 14323 24677 353448671 0.14037958101835102
29 14437 25367 366223379 0.1744077070034109
29 14479 19681 284961199 0.41564617602853104
29 14563 21617 314808371 0.193618819990661
29 14653 22123 324168319 0.11306553799659014
29 14653 27073 396700669 0.2076943829888478
29 14947 21859 326726473 0.28739050403237343
29 15227 22247 338755069 0.15630422002868727
29 15289 22367 341969063 0.10349317704094574
29 15377 29101 447486077 0.27566242101602256
29 15497 21799 337819103 0.08557592303259298
29 15727 31181 490383587 0.12101982400054112
29 15749 30893 486533857 0.2213056689943187
29 15767 21521 339321607 0.24652610602788627
29 15923 31379 499647817 0.10204633802641183
29 15971 29947 478283537 0.2794832049985416
29 16001 24889 398248889 0.2947894330136478
29 16057 19447 312260479 0.11854807997588068
29 16057 24919 400124383 0.0575946859898977
29 16097 26987 434409739 0.1354719569790177
29 16139 28001 451908139 0.12314103299286216
29 16193 26959 436547087 0.13821659004315734
29 16217 26861 435604837 0.31924750097095966
29 16253 29387 477626911 0.14626665198011324
29 16319 31247 509919793 0.18598314799601212
29 16333 22573 368684809 0.40070603002095595
29 16487 25913 427227631 0.13464118697447702
29 16661 21751 362393411 0.03416783199645579
29 16759 28661 480329699 0.24288789799902588
29 16921 26687 451570727 0.2303810190060176
29 16943 19993 338741399 0.09841308696195483
29 16963 20563 348810169 0.24091960297664627
29 17077 20219 345279863 0.1888408469967544
29 17107 30181 516306367 0.1088674109778367
29 17137 29251 501274387 0.16129368398105726
29 17203 23371 402051313 0.1979895870317705
29 17293 30971 535581503 0.07817535201320425
29 17483 30119 526570477 0.1328670930233784
29 17489 20411 356967979 0.15358271799050272
29 17489 21817 381557513 0.29572650301270187
29 17551 20063 352125713 0.0776920989737846
29 17783 24859 442067597 0.24001011002110317
29 17957 19777 355135589 0.28880187100730836
29 17971 21059 378451289 0.3855457660392858
29 18131 24421 442777151 0.1648745679995045
29 18401 22051 405760451 0.20306103001348674
29 18433 21221 391166693 0.2129698260105215
29 18541 25633 475261453 0.21461907302727923
29 18593 27107 504000451 0.17668731202138588
29 18749 19157 359174593 0.1056160070002079
29 18859 22871 431324189 0.07601995998993516
29 19031 20333 386957323 0.24544523400254548
29 19571 22741 445064111 0.2673069110023789
29 19603 24509 480449927 0.1130096769775264
29 19699 22073 434816027 0.1304233560222201
29 19739 20233 399379187 0.45040506997611374
29 20063 22469 450795547 0.15491644898429513
29 20369 20717 421984573 0.2483831950230524
29 20543 23869 490340867 0.2050926309893839
29 20693 25561 528933773 0.07459565199678764
29 20731 21191 439310621 0.130228114023339
29 20807 23357 485989099 0.1639402469736524
29 21767 22637 492739579 0.13650719297584146
30 16519 47417 783281423 0.45120363298337907
30 16553 37057 613404521 0.43261691398220137
30 16649 61657 1026527393 0.3139201909652911
30 16787 52147 875391689 0.3967600149917416
30 16903 35053 592500859 0.27858462696895003
30 16937 47507 804626059 0.42647415603278205
30 16937 54799 928130663 0.4329533590353094
30 17107 32783 560818781 0.44574060302693397
30 17117 53917 922897289 0.40440074098296463
30 17321 41051 711044371 0.2954331830260344
30 17321 61051 1057464371 0.40489183500176296
30 17341 35933 623114153 0.7240867349901237
30 17383 51169 889470727 0.32734029699349776
30 17393 44543 774736399 0.17877879500156268
30 17443 52321 912635203 0.6306634330539964
30 17449 46471 810872479 0.451017391984351
30 17729 38177 676840033 0.38351487601175904
30 18049 59441 1072850609 0.5046409600181505
30 18229 49597 904103713 0.695924658968579
30 18379 39373 723636367 0.09344115201383829
30 18439 57791 1065608249 0.2262645800365135
30 18457 31253 576836621 0.1651495510013774
30 18481 38603 713422043 0.4986117499647662
30 18493 37139 686811527 0.4963288790313527
30 18521 49943 924994303 0.3215690900105983
30 18719 31277 585474163 0.4631442769896239
30 18719 46027 861579413 0.3245838150032796
30 18731 55291 1035655721 0.34230215899879113
30 18757 48187 903843559 0.5201342650107108
30 19051 34231 652134781 0.5540262950235046
30 19423 28069 545184187 0.06732316297711805
30 19457 36791 715842487 0.4337446420104243
30 19541 42157 823789937 0.6607108649914153
30 19543 40529 792058247 0.6348994239815511
30 19577 38867 760899259 0.8310181029955857
30 19753 34939 690150067 0.20683146198280156
30 19793 53087 1050750991 0.3668178700027056
30 19913 45707 910163491 0.4263894770410843
30 20327 39541 803749907 0.5957178330281749
30 20369 48163 981032147 0.42392829997697845
30 20407 35569 725856583 0.31272444501519203
30 20407 49921 1018737847 0.4244170470046811
30 20483 32587 667479521 0.34736501501174644
30 20759 26237 544653883 0.21737232897430658
30 20789 39343 817901627 0.3113365030148998
30 21211 46181 979545191 0.28630066401092336
30 21227 33751 716432477 0.46391964197391644
30 21383 41341 883994603 0.6424445150187239
30 21487 45821 984555827 0.17687017400749028
30 21557 44507 959437399 0.32165489497128874
30 21589 33409 721266901 0.72017321101157
30 21599 31069 671059331 0.14744876802433282
30 21649 27689 599439161 0.34918613702757284
30 21893 28181 616966633 0.30155846901470795
30 21893 44983 984812819 0.1170157790184021
30 21893 45833 1003421869 0.49968033097684383
30 22123 48413 1071040799 0.14009010401787236
30 22409 32707 732931163 0.29648822703165933
30 22447 43853 984368291 0.4171263889875263
30 22637 33343 754785491 0.2569109069881961
30 22643 35491 803622713 0.3547226949594915
30 22669 35407 802641283 0.22491499700117856
30 22769 29033 661052377 0.2526931139873341
30 23209 30403 705623227 0.20467046898556873
30 23293 42967 1000830331 0.20491559302899987
30 23417 32141 752645797 0.23563802801072598
30 23509 36269 852647921 0.3112873610225506
30 23741 24851 589987591 0.5378042940283194
30 23743 28087 666869641 0.32524341298267245
30 23747 41077 975455519 0.5544074659701437
30 23887 24917 595192379 0.23257689800811931
30 23899 26647 636836653 0.1286305789835751
30 24001 36541 877020541 0.6082990250433795
30 24049 32371 778490179 0.22021960897836834
30 24049 33023 794170127 0.14235272101359442
30 24103 24251 584521853 0.126792713010218
30 24107 30517 735673319 0.2099950739648193
30 24169 42643 1030638667 0.391732172050979
30 24337 32749 797012413 0.20102192502235994
30 24683 26357 650569831 0.19823923602234572
30 24907 29753 741057971 0.3273377359728329
30 24967 40559 1012636553 0.20538895099889487
30 25073 36493 914988989 0.3763471040292643
30 25121 26371 662465891 0.4947225649957545
30 25561 34679 886429919 0.25818953599082306
30 25633 35923 920814259 0.32923604402458295
30 25657 31393 805450201 0.5955715130548924
30 25933 38891 1008560303 0.3935099189984612
30 26041 37409 974167769 0.09754625399364159
30 26189 33829 885947681 0.44754394399933517
30 26399 35221 929799179 0.15427339397137985
30 26479 39863 1055532377 0.40799888694891706
30 26561 30911 821027071 0.34640162001596764
30 26693 29303 782184979 0.46914081199793145
30 26699 38053 1015977047 0.3279523170203902
30 26981 32381 873671761 0.4847195480251685
30 28051 32687 916903037 0.09390532603720203
30 29129 33199 967053671 0.39897277497220784
30 29147 33151 966252197 0.2338621910312213
30 30817 34367 1059087839 0.3222489910549484
31 17497 62057 1085811329 0.902244200988207
31 18199 61781 1124352419 0.48103892704239115
31 18587 60539 1125238393 1.046504798985552
31 19433 63317 1230439261 0.39965770102571696
31 20327 60659 1233015493 0.7921099719824269
31 20347 60089 1222630883 0.4478672179975547
31 20483 61261 1254809063 0.7403902619844303
31 20521 53939 1106882219 0.5579709130106494
31 21517 56333 1212117161 0.5997302369796671
31 21991 57593 1266527663 0.09959068999160081
31 22003 52267 1150030801 0.6681396659696475
31 22093 54959 1214209187 1.3301175539963879
31 22193 51431 1141408183 0.28266457899007946
31 22453 57077 1281549881 0.2775612879777327
31 22511 55663 1253029793 0.32387358200503513
31 22901 49171 1126065071 0.7278503769775853
31 22963 53479 1228038277 0.4456986080040224
31 23581 62473 1473175813 0.3224210800253786
31 24181 48779 1179524999 0.5124788139946759
31 25439 49783 1266429737 1.1742476720246486
31 25759 61151 1575188609 0.291549818997737
31 25793 64969 1675745417 0.4186252490035258
31 26449 51593 1364583257 0.6961417179554701
31 26501 56983 1510106483 1.004026030015666
31 26641 44623 1188801343 0.6355848769890144
31 27241 46933 1278501853 0.34182786097517237
31 27253 61223 1668510419 0.42259269702481106
31 27367 57571 1575545557 0.7205036510131322
31 27457 42829 1175955853 0.7147827719454654
31 27617 58237 1608331229 0.14545593998627737
31 27763 41617 1155412771 0.609165514993947
31 27809 54499 1515562691 0.5858102600323036
31 27941 48271 1348740011 0.7851055400096811
31 27947 55337 1546503139 0.867115012020804
31 28123 41491 1166851393 0.7386062209843658
31 28879 39103 1129255537 0.49755318398820236
31 29059 65327 1898337293 0.23933511396171525
31 29173 55681 1624381813 0.5667238239548169
31 29207 65071 1900528697 0.18022314802510664
31 29209 43889 1281953801 0.24576864298433065
31 29303 64013 1875772939 0.40230538899777457
31 29339 48299 1417044361 0.6017272159806453
31 29401 39181 1151960581 0.4889609739766456
31 29501 52183 1539450683 0.2413165490143001
31 29921 56963 1704389923 0.5042074379744008
31 30241 42299 1279164059 0.6011790100019425
31 30553 45319 1384631407 0.5883198380470276
31 30839 60937 1879236143 0.42589752201456577
31 30911 54311 1678807321 0.4290443580248393
31 30949 62053 1920478297 0.551857927988749
31 31019 36833 1142522827 0.5226498629781418
31 32051 56671 1816362221 0.3615572279668413
31 32059 56207 1801940213 0.24748035398079082
31 32939 44129 1453565131 0.6595725829829462
31 33071 56101 1855316171 0.36348178103799
31 33113 60589 2006283557 0.49739813699852675
31 33457 36997 1237808629 0.2559846519725397
31 33487 38803 1299396061 0.5740860690129921
31 33703 56713 1911398239 0.48788554401835427
31 33721 50153 1691209313 0.1486396859982051
31 34183 48239 1648953737 0.13797537895152345
31 34351 42697 1466684647 0.3643847510102205
31 34651 55441 1921086091 0.4022585949860513
31 34721 36457 1265823497 0.44643011095467955
31 34807 50539 1759110973 0.2379400430363603
31 35171 51577 1814014667 0.5280636110110208
31 35279 42569 1501791751 0.631867760035675
31 35323 38959 1376148757 0.4568574310396798
31 35353 46819 1655192107 0.5901527050300501
31 35963 37253 1339729639 0.36479633499402553
31 36209 36721 1329630689 0.5410623560310341
31 36353 40423 1469497319 0.6962415619636886
31 37253 43717 1628589401 0.3708625379949808
31 37549 50989 1914585961 0.3726032000267878
31 37643 51413 1935339559 0.3540346890222281
31 37717 55243 2083600231 0.2814635969698429
31 38459 52783 2029981397 0.4821682129986584
31 38543 55529 2140254247 0.45816545898560435
31 38861 40177 1561318397 0.3622089329874143
31 38971 48397 1886079487 0.6409543249756098
31 39659 46237 1833713183 0.3738734279759228
31 39703 52363 2078968189 0.36416484200162813
31 39847 51659 2058456173 0.161942272039596
31 39857 46447 1851238079 0.3712195769767277
31 40127 51383 2061845641 0.2993370510521345
31 40193 42307 1700445251 0.47195235098479316
31 40583 43487 1764832921 0.20141474896809086
31 40637 42457 1725325109 0.33197623398154974
31 40819 47563 1941474097 0.34527635003905743
31 40993 41491 1700840563 0.11121984897181392
31 41183 43573 1794466859 0.2457748199813068
31 41183 47609 1960681447 0.06565991300158203
31 41953 42089 1765759817 0.8176624980405904
31 42533 44563 1895398079 0.5966677159885876
31 42787 45823 1960628701 0.32788591302232817
31 42839 46327 1984602353 0.6023971090326086
31 43291 43661 1890128351 0.32305293600074947
31 44389 45589 2023650121 0.562733695958741
31 44887 46751 2098512137 0.43056568497559056
31 45127 46027 2077060429 0.5521628930000588
32 32887 100733 3312806171 1.0204778640181758
32 32939 73453 2419468367 0.6088745850138366
32 33073 87559 2895838807 1.1665891000302508
32 33151 69677 2309862227 0.43266528099775314
32 33181 104659 3472690279 1.0417979360208847
32 33317 74317 2476019489 1.3296484859893098
32 33601 80651 2709954251 1.4893601699732244
32 34159 101209 3457198231 1.0560599340242334
32 34631 123269 4268928739 0.9635616460000165
32 34819 97301 3387923519 1.1713074389845133
32 34847 90971 3170066437 1.8176366349798627
32 34981 78713 2753459453 1.2671818180242553
32 35729 110923 3963167867 0.7682777720037848
32 35993 73327 2639258711 1.0017586040194146
32 36011 113159 4074968749 0.5827253719908185
32 36151 69557 2514555107 0.9474742860184051
32 36583 76631 2803391873 0.5119194720173255
32 36943 82571 3050420453 0.7285218360484578
32 37019 85103 3150427957 0.7157617810298689
32 37123 98773 3666750079 0.943136667017825
32 37139 82721 3072175219 0.90719590295339
32 37799 108803 4112644597 0.8032544170273468
32 37967 97463 3700377721 1.068680283962749
32 38177 103177 3938988329 0.9485404849983752
32 38183 106019 4048123477 1.1794150419882499
32 38791 62659 2430605269 0.4289287709980272
32 39043 56299 2198081857 1.0513432940351777
32 39043 89897 3509848571 1.1924262669635937
32 39163 68209 2671269067 0.9337099179974757
32 39163 83873 3284718299 0.7877636310295202
32 39191 98387 3855884917 0.7408354380168021
32 39671 61231 2429095001 0.6399811450392008
32 39769 97213 3866063797 1.620500206016004
32 39839 72089 2871953671 1.6602095640264452
32 40009 58661 2346967949 0.8883401969796978
32 40129 87313 3503783377 0.907375784998294
32 40253 74687 3006375811 1.3847184490296058
32 40697 104707 4261260779 0.7660284930025227
32 40853 68053 2780169209 0.8667023710440844
32 40883 62467 2553838361 0.43249353201827034
32 41047 88817 3645671399 0.9580224459641613
32 41491 90911 3771988301 0.9238950150320306
32 41593 59659 2481396787 0.9817157760262489
32 41627 60899 2535042673 0.5485898450133391
32 41737 79411 3314376907 0.48084152897354215
32 41813 57041 2385055333 0.7961112619959749
32 42403 68059 2885905777 1.0259422279777937
32 42509 81553 3466736477 0.738823756983038
32 42533 78697 3347219501 0.65907179802889
32 42821 76561 3278418581 1.004769399005454
32 43013 71777 3087344101 1.27225300000282
32 43051 72977 3141732827 0.9339427590020932
32 43541 56299 2451314759 0.5882039919961244
32 43573 72869 3175120937 0.4839198600384407
32 44071 78707 3468696197 1.0138560060295276
32 44189 77647 3431143283 0.32876038004178554
32 44201 56099 2479631899 1.094285111001227
32 45013 73181 3294096353 1.3746053610229865
32 45247 61331 2775043757 0.4064350350527093
32 45263 87337 3953134631 0.8272773969802074
32 45289 67369 3051074641 1.1007162840105593
32 45337 75583 3426706471 1.0186354140168987
32 45641 58631 2675977471 0.5402178909862414
32 46199 72559 3352153241 0.5607453979901038
32 47441 76679 3637728439 0.6536494740284979
32 47701 49367 2354855267 0.9881091529969126
32 47791 89087 4257556817 1.0803423390025273
32 48121 58481 2814164201 0.3823349419981241
32 48187 77933 3755357471 0.5489119199919514
